field,year,net_oil_prod_yearly_mill_sm3,net_gas_prod_yearly_bill_sm3,net_ngl_prod_yearly_mill_sm3,net_condensate_prod_yearly_mill_sm3,net_oil_eq_prod_yearly_mill_sm3,produced_water_yearly_mill_sm3,field_id,net_oil_prod_monthly_sm3_volatility,net_gas_prod_monthly_sm3_volatility,net_ngl_prod_monthly_sm3_volatility,net_condensate_prod_monthly_sm3_volatility,net_oil_eq_prod_monthly_sm3_volatility,produced_water_in_field_volatility,status,current_status,field_owner,processing_field,field_in_emissions,facilities_lifetime_mean,facilities_lifetime_std,facilities_water_depth_mean,facilities_water_depth_std,subsea_facilites_shut_down,surface_facilites_shut_down,subsea_facilites_in_service,surface_facilites_in_service,facility_kind_multi well template,facility_kind_single well template,facility_kind_offshore wind turbine,facility_kind_subsea structure,facility_kind_fpso,facility_kind_jacket 8 legs,facility_kind_condeep monoshaft,facility_kind_loading system,facility_kind_jacket 4 legs,facility_kind_jacket tripod,facility_kind_fsu,facility_kind_semisub steel,facility_kind_condeep 4 shafts,facility_kind_landfall,facility_kind_tlp concrete,facility_kind_jack-up 3 legs,facility_kind_jacket 6 legs,facility_kind_tlp steel,facility_kind_semisub concrete,facility_kind_mopustor,facility_kind_spar,well_status_closed,well_status_drilling,well_status_injecting,well_status_junked,well_status_online/operational,well_status_p&a,well_status_plugged,well_status_producing,well_status_suspended,well_purpose_injection,well_purpose_observation,well_purpose_production,well_subsea_no,well_subsea_yes,well_final_vertical_depth_mean,well_final_vertical_depth_std,well_water_depth_mean,well_water_depth_std,investments_mill_nok,future_investments_mill_nok,yearly_co2_emissions_1000_tonnes,org_number,operator,yearly_ch4_emissions_tons,yearly_nox_emissions_tons,yearly_oil_spill_emissions_tons,yearly_water_emissions_m3,ownership_original,ownership_new_name,current_remaining_recoverable_oil,current_remaining_recoverable_gas,current_remaining_recoverable_ngl,current_remaining_recoverable_condensate,current_remaining_recoverable_oe,original_recoverable_oil,original_recoverable_gas,original_recoverable_ngl,original_recoverable_condensate,original_recoverable_oe,electrified,years_electrified,electricity_mw,imported_power_2023_gwh/y,yearly_tco2e_gwp100,yearly_tco2e_gwp20,kgco2e/toe_int_gwp100,share_peak_prod,oe_cum_sum_prod,share_reserve_of_original_reserve,oe_fac_prod_mill_sm3,yearly_fac_tco2e_gwp100,oe_share_prod,yearly_tco2e_prod_share_emissions,share_intensity_tco2e/toe_gwp100,gas_reserve_ratio,oil_reserve_ratio,oil_gas_reserve_ratio
marulk,2021,0.0405,0.57619,0.08544,0.0,0.70213,0.00737,18212090,0.0011881651247349,0.0175754060903987,0.0026319332680128,0.0,0.0210856851305392,0.0002327487265206,Producing,Producing,21788.0,norne,True,20.0,0.0,368.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,4.0,3299.0,0.0,367.0,0.0,-5.0,83.0,,,,,,,,"{'Equinor Energy AS': 33.0, 'PGNiG Upstream Norway AS': 30.0, 'Vår Energi AS': 20.0, 'DNO Norge AS': 17.0}","{'Equinor ASA': 33.0, 'PGNiG': 30.0, 'Vår Energi AS': 20.0, 'DNO ASA': 17.0}",0.03,0.61,0.03,0.0,0.7,0.65,9.0,0.73,0.0,11.04,0,0,0,0.0,,,0.0,43.373754470932,9.330869999999999,15.481250000000003,3.1468,559682.9565419999,0.22312507944578622,124879.30414288625,211.73548810810075,0.0008152173913043478,0.0588768115942029,0.07222222222222223
tordis,2021,1.08104,0.06618,0.04799,0.0,1.19517,3.93686,43725,0.0487882521875415,0.0038662208468171,0.0020787647483031,0.0,0.054216972204283,0.1835033481405391,Producing,Producing,21516.0,gullfaks,True,13.909090909090908,3.3601947995479504,203.25,8.603646161525198,0.0,0.0,44.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,32.0,0.0,0.0,30.0,232.0,42.0,0.0,74.0,100.0,209.0,0.0,383.0,2466.5,129.4005409571382,201.0,0.0,819.0,4367.0,8.014513,993246328.0,equinor energy as,0.2525,108.978375,0.001504,862.9,"{'Equinor Energy AS': 41.5, 'Petoro AS': 30.0, 'Vår Energi AS': 16.1, 'Idemitsu Petroleum Norge AS': 9.6, 'Wintershall Dea Norge AS': 2.8}","{'Equinor ASA': 41.5, 'Petoro AS': 30.0, 'Vår Energi AS': 16.1, 'Idemitsu Petroleum Norge AS': 9.6, 'Wintershall Dea Norge AS': 2.8}",6.35,0.29,0.12,0.0,6.87,72.26,5.12,1.94,0.0,81.07,0,0,0,0.0,40279.687,40293.322,40.12149596570641,22.078440283081086,60.6364,25.20488466757122,11.28266,1849676.3785559998,0.10592980733266802,195935.86240822417,195.1663604821153,6.315529789071175e-05,0.8913284815591466,14.11328125
gjøa,2021,0.7325,2.43673,1.16798,0.0,4.33721,0.26889,4467574,0.0234752635122525,0.0487723411666775,0.0352429670181502,0.0,0.0858097144806019,0.0180050382469109,Producing,Producing,22036.0,gjøa,True,21.428571428571427,3.779644730092272,359.0,9.146948489341495,0.0,0.0,11.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0,0.0,0.0,18.0,49.0,3.0,64.0,2357.0,103.34166633067224,363.58,0.383405790253599,535.0,958.0,120.810655,997004523.0,vår energi norge as,384.904262,267.998806,2.196819,306115.53622,"{'Neptune Energy Norge AS': 30.0, 'Petoro AS': 30.0, 'Wintershall Dea Norge AS': 28.0, 'OKEA ASA': 12.0}","{'Neptune Energy Norge AS': 30.0, 'Petoro AS': 30.0, 'Wintershall Dea Norge AS': 28.0, 'OKEA ASA': 12.0}",0.33,5.33,0.65,0.0,6.9,15.55,45.16,10.2,0.0,80.09,1,13,65,357.0,211685.429436,232470.259584,58.10335759953651,53.977959341144846,68.75463,14.153290048695212,6.5459499999999995,211685.429436,0.6625791519947448,140258.35232534827,38.49807340634832,0.0005638656511424647,0.1941565738544138,0.3443312666076174
gullfaks,2021,1.73618,0.0,0.0,0.0,1.73618,16.29594,43686,0.0182076396719685,0.0,0.0,0.0,0.0182076396719685,0.1207590598521023,Producing,Producing,21188.0,gullfaks,True,28.571428571428573,2.439750182371333,216.8571428571429,91.38641141042902,0.0,0.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,0.0,233.0,0.0,0.0,0.0,3023.0,525.0,0.0,1159.0,330.0,2959.0,4448.0,0.0,1902.3333333333333,69.58687615731381,140.45,4.09999999999999,3047.0,28815.0,752.807359,993246328.0,equinor energy as,1292.837658,2965.751013,259.295708,36205139.150731,"{'Equinor Energy AS': 51.0, 'Petoro AS': 30.0, 'OMV (Norge) AS': 19.0}","{'Equinor ASA': 51.0, 'Petoro AS': 30.0, 'OMV (Norge) AS': 19.0}",12.95,0.0,0.0,0.0,12.95,390.72,23.08,2.83,0.0,419.18,0,0,0,108.0,1669454.788588,1739268.02212,1144.723575257448,6.679041103004681,185.82891,55.66846939262369,11.28266,1849676.3785559998,0.1538803792722638,284628.90266314463,195.16636048211524,5.5059878811011974e-05,0.9321055393864212,16.928942807625653
sleipner vest,2021,0.3107,1.82188,0.20943,0.0,2.34199,0.11192,43457,0.0092619945165305,0.0483119044869017,0.0088136929882376,0.0,0.0640413641127689,0.0043466901375086,Producing,Producing,40848.0,sleipner øst,True,33.333333333333336,15.275252316519468,100.33333333333331,15.044378795195676,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,9.0,0.0,0.0,61.0,147.0,0.0,0.0,20.0,242.0,230.0,32.0,3635.0,0.0,111.0,0.0,563.0,3555.0,238.210251,993246646.0,equinor energy as,321.010824,1002.040466,0.214367,2573.60911,"{'Equinor Energy AS': 58.34944, 'Vår Energi AS': 17.23936, 'LOTOS Exploration and Production Norge AS': 15.0, 'KUFPEC Norway AS': 9.4112}","{'Equinor ASA': 58.34944, 'Vår Energi AS': 17.23936, 'LOTOS Exploration and Production Norge AS': 15.0, 'Kuwait Petroleum Company': 9.4112}",1.3,7.78,0.21,0.0,9.48,6.88,155.67,10.57,29.74,212.37,0,0,0,0.0,544444.5536560001,561779.138152,276.7510869653179,35.68474782873686,82.88097,60.9733154400339,7.58638,2024198.041806,0.3087098194395746,624889.8119958708,317.6428775751507,0.0007330131374487921,0.03239628949474973,0.04419605575897732
tyrihans,2021,0.7276,2.64372,0.62549,0.0,3.99677,0.43692,3960848,0.0169289656738939,0.0589497086121258,0.0181644940666391,0.0,0.0890308844736,0.0170372367584545,Producing,Producing,3488806.0,kristin,True,25.0,0.0,273.25,8.995369179009096,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,90.0,76.0,0.0,22.0,61.0,144.0,0.0,227.0,3859.0,233.3452377915607,288.0,0.0,623.0,1693.0,10.082976,993246522.0,equinor energy as,0.25,127.712051,0.05754,2080.0,"{'Equinor Energy AS': 58.8355, 'TotalEnergies EP Norge AS': 23.1454, 'Vår Energi AS': 18.0191}","{'Equinor ASA': 58.8355, 'TotalEnergies EP Norge': 23.1454, 'Vår Energi AS': 18.0191}",1.91,20.64,2.94,0.0,28.14,35.42,47.32,7.38,0.0,96.76,0,0,0,0.0,47893.243096000006,47906.743096000006,14.265460757180472,70.30761571871113,60.00704,37.98362959900785,6.31526,394085.706798,0.6328749726852101,249406.980925416,74.2882558992029,0.0004890450599421248,0.36606035551880944,0.7485207100591716
troll,2021,4.06816,37.36078,1.37386,0.0,42.80283,16.03179,46437,0.0427169781731154,0.3569462565564973,0.0173445295716143,0.0,0.3843347096459495,0.1443368516621007,Producing,Producing,41105.0,troll,True,27.042857142857144,5.797140010223718,329.2307692307692,9.896769874360745,0.0,0.0,727.0,34.0,25.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1297.0,0.0,67.0,23.0,0.0,312.0,6451.0,1902.0,0.0,97.0,1754.0,8201.0,1239.0,8813.0,1581.3809523809523,11.469421042390012,332.6523809523809,8.826019433902196,9018.0,26235.0,666.133264,912732401.0,equinor energy as,841.905336,3528.375503,223.460211,16575405.379903,"{'Petoro AS': 56.0, 'Equinor Energy AS': 30.58385, 'A/S Norske Shell': 8.10145, 'TotalEnergies EP Norge AS': 3.69096, 'ConocoPhillips Skandinavia AS': 1.62374}","{'Petoro AS': 56.0, 'Equinor ASA': 30.58385, 'A/S Norske Shell': 8.10145, 'TotalEnergies EP Norge': 3.69096, 'ConocoPhillips': 1.62374}",2.89,606.03,8.05,0.0,624.22,295.76,1436.56,21.52,1.52,1774.73,1,27,200,1282.0,1735789.572968,1781252.461112,48.277559177634714,88.24940023240222,1019.19565,42.571791202042,45.89896,1736242.917232,0.9325446589639503,1619124.0591286898,45.032738298375804,0.0008094527054819605,0.16665070179689304,0.205880715041488
oseberg sør,2021,1.19442,0.66183,0.0,0.0,1.85624,2.46661,43645,0.0180987028666295,0.0082434261687723,0.0,0.0,0.0239146354326966,0.0309853670620455,Producing,Producing,3500071.0,oseberg,True,22.5,5.0,102.75,2.3629078131263026,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,0.0,137.0,37.0,0.0,0.0,1039.0,170.0,0.0,362.0,340.0,749.0,1130.0,321.0,2827.4,116.62675507789794,105.2,2.9495762407505257,1962.0,9687.0,181.060588,993246603.0,equinor energy as,75.527064,871.820473,9.692099,313321.517279,"{'Equinor Energy AS': 49.3, 'Petoro AS': 33.6, 'TotalEnergies EP Norge AS': 14.7, 'ConocoPhillips Skandinavia AS': 2.4}","{'Equinor ASA': 49.3, 'Petoro AS': 33.6, 'TotalEnergies EP Norge': 14.7, 'ConocoPhillips': 2.4}",8.67,12.98,0.45,0.0,22.51,69.97,26.98,2.38,0.0,101.47,0,0,0,0.0,441385.259928,445463.721384,283.0768881025237,31.16938943769699,73.68214,27.385296146644322,14.77844,2402930.320882,0.1256045969669329,301819.09449400636,193.56788229226723,0.0002658913964718636,0.6895634177589435,2.5934025203854705
heidrun,2021,3.19618,1.6266500000000002,0.19307,0.0,5.01592,2.83541,43771,0.0139031676137839,0.028613276466555,0.0031548676916021,0.0,0.0387619666761899,0.031751584486829,Producing,Producing,40490.0,heidrun,True,31.071428571428573,11.465428206397002,322.92857142857144,93.37555625266448,0.0,0.0,52.0,6.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,0.0,73.0,59.0,0.0,0.0,1961.0,324.0,0.0,612.0,388.0,1830.0,1935.0,895.0,2504.333333333333,76.94846760440828,347.1666666666667,3.837533930360303,2111.0,31614.0,334.860445,979188676.0,equinor energy as,664.051035,1925.763571,7.857694,60974.91849,"{'Petoro AS': 57.79339, 'ConocoPhillips Skandinavia AS': 23.98823, 'Equinor Energy AS': 13.04316, 'Vår Energi ASA': 5.17522}","{'Petoro AS': 57.79339, 'ConocoPhillips': 23.98823, 'Equinor ASA': 13.04316, 'Vår Energi AS': 5.17522}",30.0,23.71,1.96,0.0,57.43,204.91,52.47,3.05,0.0,263.18,0,0,0,0.0,924807.993066,960666.748956,219.49351195935003,36.392394042464275,183.62001,30.230256858423886,5.0187,924807.993066,0.9994460716918725,924295.7157390582,219.37192828962537,0.00019936925298274944,0.7785925982217493,3.9052792071659996
norne,2021,0.58565,0.82603,0.11365,0.0,1.5253,5.59107,43778,0.0206190377424418,0.0222456485870968,0.0040577030186891,0.0,0.0445538056395825,0.1584504007353147,Producing,Producing,40672.0,norne,True,24.285714285714285,1.889822365046136,376.875,2.167124493754004,0.0,0.0,22.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,75.0,7.0,0.0,0.0,419.0,120.0,0.0,170.0,120.0,468.0,0.0,758.0,2611.0,21.213203435596427,376.0,0.0,682.0,1353.0,318.169002,893246592.0,equinor energy as,343.430301,781.118397,88.83739,6469739.294624,"{'Petoro AS': 54.0, 'Equinor Energy AS': 39.1, 'Vår Energi ASA': 6.9}","{'Petoro AS': 54.0, 'Equinor ASA': 39.1, 'Vår Energi AS': 6.9}",1.16,1.39,0.06,0.0,2.66,93.96,13.05,1.37,0.0,109.61,0,0,0,0.0,559682.9565419999,578228.1927959999,436.82504030588825,12.114535695507623,104.28517,4.857978286652681,3.1468,559682.9565419999,0.4847146307359858,271286.5176094803,211.73548810810075,0.00011905848006568745,0.8572210564729495,7.199999999999999
ivar aasen,2021,2.2158100000000003,0.41022,0.14065,0.0,2.76667,3.4105600000000003,23384520,0.0350373671847989,0.0089481298198409,0.0043910248510369,0.0,0.0413324144112173,0.0789708428740786,Producing,Producing,25307128.0,edvard grieg,True,25.0,0.0,113.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.0,8.0,0.0,0.0,47.0,49.0,0.0,42.0,16.0,81.0,139.0,0.0,2493.833333333333,0.0,112.7,0.0,793.0,1162.0,19.841375,912731073.0,aker bp asa,34.467992,95.050653,5.319691,570255.184,"{'Equinor Energy AS': 41.473, 'Aker BP ASA': 34.7862, 'Spirit Energy Norway AS': 12.3173, 'Wintershall Dea Norge AS': 6.4615, 'Neptune Energy Norge AS': 3.023, 'Lundin Energy Norway AS': 1.385, 'OKEA ASA': 0.554}","{'Equinor ASA': 41.473, 'Aker BP': 1.385, 'Sval Energi AS': 12.3173, 'Wintershall Dea Norge AS': 6.4615, 'Neptune Energy Norge AS': 3.023, 'OKEA ASA': 0.554}",6.12,1.36,0.25,0.0,7.96,22.46,4.74,0.8,0.0,28.72,1,16,0,146.0,49010.408048,50871.679615999994,21.088790447240424,70.77257983648995,16.78756,41.547493036211705,9.22746,434632.25461199996,0.2998300724142938,130315.82037390374,56.0738654763685,0.00016504178272980504,0.7820334261838441,4.738396624472574
ormen lange,2021,0.0,11.20453,0.0,0.53371,11.7382,0.0,2762452,0.0,0.0458942122432038,0.0,0.002866028161802,0.0485969466555505,0.0,Producing,Producing,2588637.0,ormen lange,True,50.0,0.0,869.75,36.881567211820055,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,5.0,0.0,7.0,24.0,81.0,0.0,0.0,29.0,104.0,7.0,126.0,2902.0,0.0,853.8,0.0,1901.0,8790.0,,,,,,,,"{'Petoro AS': 36.485, 'Equinor Energy AS': 25.3452, 'A/S Norske Shell': 17.8134, 'PGNiG Upstream Norway AS': 14.0208, 'Vår Energi AS': 6.3356}","{'Petoro AS': 36.485, 'Equinor ASA': 25.3452, 'A/S Norske Shell': 17.8134, 'PGNiG': 14.0208, 'Vår Energi AS': 6.3356}",0.0,77.02,0.0,2.44,79.46,0.0,334.73,0.0,19.62,354.35,1,16,0,0.0,,,0.0,49.03815745333455,258.2657,27.115648370255414,11.7382,0.0,1.0,0.0,0.0,0.0009446310145336532,0.0,0.0
oda,2021,0.49025,0.0,0.01347,0.0,0.50372,0.4422999999999999,29412516,0.0139589413888363,0.0,0.0004676464282106,0.0,0.0143832019025562,0.0206329352044617,Producing,Producing,4237284.0,ekofisk,False,20.0,0.0,66.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2611.0,0.0,368.0,0.0,168.0,118.0,,,,,,,,"{'Spirit Energy Norway AS': 40.0, 'Suncor Energy Norge AS': 30.0, 'Aker BP ASA': 15.0, 'DNO Norge AS': 15.0}","{'Sval Energi AS': 30.0, 'Aker BP': 15.0, 'DNO ASA': 15.0}",0.43,0.01,0.01,0.0,0.46,4.43,0.2,0.08,0.0,4.78,0,0,0,0.0,,,0.0,38.24230553151429,2.48629,47.9855648535565,6.39219,1317406.66783,0.07880241357031001,103814.82507862367,245.35273063319306,4.184100418410042e-05,0.9267782426778242,22.15
bøyla,2021,0.2302199999999999,0.0156099999999999,0.0,0.0,0.24585,0.32573,22492497,0.0162543339675076,0.0008219318522219,0.0,0.0,0.0170168521418675,0.0057549148296885,Producing,Producing,2986630.0,bøyla,True,20.0,0.0,120.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,3.0,5.0,0.0,9.0,1836.6666666666667,20.42873792805943,119.0,0.0,186.0,390.0,0.383183,912726444.0,aker bp asa,0.0,6.41088,,,"{'Aker BP ASA': 65.0, 'Vår Energi AS': 20.0, 'Lundin Energy Norway AS': 15.0}","{'Aker BP': 15.0, 'Vår Energi AS': 20.0}",1.45,0.09,0.0,0.0,1.54,4.94,0.37,0.0,0.0,5.31,0,0,0,0.0,2280.8034799999996,2280.8034799999996,11.044304405512456,20.11388459367253,4.01266,24.43201506591336,0.24585,2280.8034799999996,1.0,2280.8034799999996,11.044304405512456,6.96798493408663e-05,0.9303201506591339,13.351351351351353
edvard grieg,2021,5.68795,0.49141,0.28147,0.0,6.46079,0.91288,21675433,0.0338231481945113,0.0074238356397525,0.0082677780441832,0.0,0.040318325961445,0.0215649557187469,Producing,Producing,2986578.0,edvard grieg,True,30.0,0.0,109.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,17.0,35.0,0.0,15.0,12.0,40.0,67.0,0.0,2454.75,529.391081022968,109.0,0.0,2325.0,3314.0,274.222858,912729842.0,aker bp asa,150.92251,361.051734,0.520765,14846.532505,"{'Lundin Energy Norway AS': 65.0, 'OMV (Norge) AS': 20.0, 'Wintershall Dea Norge AS': 15.0}","{'Aker BP': 65.0, 'OMV (Norge) AS': 20.0, 'Wintershall Dea Norge AS': 15.0}",14.35,1.3,0.4,0.0,16.41,54.2,5.24,1.47,0.0,62.23,0,1,0,328.0,385621.84656399995,393771.66210399993,71.05533949592925,100.0,34.51057,44.54351598907279,9.22746,434632.25461199996,0.7001699275857061,304316.4342380962,56.0738654763685,8.420376024425518e-05,0.8709625582516473,10.34351145038168
ula,2021,0.29093,0.0,0.03018,0.0,0.32109,3.68989,43800,0.0049381160528601,0.0,0.0006415676822511,0.0,0.0053998167056433,0.0767511238245625,Producing,Producing,20916.0,ekofisk,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,18.0,0.0,0.0,0.0,227.0,60.0,0.0,81.0,3.0,243.0,327.0,0.0,3427.0,0.0,69.5,0.0,864.0,145.0,205.06346,993302392.0,aker bp asa,217.988559,573.377426,97.575678,4311833.99,"{'Aker BP ASA': 80.0, 'DNO Norge AS': 20.0}","{'Aker BP': 80.0, 'DNO ASA': 20.0}",0.97,0.0,0.04,0.0,1.05,78.02,3.85,3.04,0.0,87.65,0,0,0,0.0,381322.834866,393094.217052,1413.795994247274,12.862379073447233,23.16568,73.5702452937821,6.39219,1317406.66783,0.05023161076250862,66175.45895437004,245.3527306331931,4.392470051340559e-05,0.890131203650884,20.264935064935063
draugen,2021,0.9225,0.0,0.0,0.0,0.9225,11.6433,43758,0.003514827035703,0.0,0.0,0.0,0.003514827035703,0.0467790756447989,Producing,Producing,21548.0,åsgard,True,22.285714285714285,5.120525385131903,268.7142857142857,17.19634512663333,0.0,0.0,107.0,9.0,2.0,11.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,26.0,0.0,0.0,9.0,105.0,105.0,0.0,78.0,53.0,154.0,92.0,193.0,1775.0,0.0,243.5,0.7071067811865476,497.0,7447.0,194.40649,921788932.0,okea asa,203.791885,1090.371297,87.653261,7206575.428402,"{'Petoro AS': 47.88, 'OKEA ASA': 44.56, 'M Vest Energy AS': 7.56}","{'Petoro AS': 47.88, 'OKEA ASA': 44.56, 'M Vest Energy AS': 7.56}",8.4,1.94,0.24,0.0,10.8,153.71,3.67,2.9,0.0,162.89,0,0,0,0.0,523270.15046199993,534274.912252,675.2744231023357,7.169932451075413,130.94349,19.612321198354707,12.43744,1726237.512592,0.07417121208222914,128037.12865076092,165.2305183259271,2.253054208361471e-05,0.9436429492295415,41.88283378746594
gullfaks sør,2021,1.32252,5.74571,1.19684,0.0,8.26506,0.5635,43699,0.0183972255813453,0.1265800571293866,0.0238910136522779,0.0,0.1449485313356559,0.0169259740331154,Producing,Producing,21188.0,gullfaks,True,20.9375,2.015564437074638,135.9375,2.015564437074631,0.0,0.0,61.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,16.0,29.0,0.0,0.0,780.0,279.0,0.0,257.0,213.0,897.0,31.0,1336.0,3382.0,619.9100741236587,135.82,1.6619265928433795,3330.0,5693.0,28.341596,993246328.0,equinor energy as,1.2625,376.900108,0.072328,16431.3,"{'Equinor Energy AS': 51.0, 'Petoro AS': 30.0, 'OMV (Norge) AS': 19.0}","{'Equinor ASA': 51.0, 'Petoro AS': 30.0, 'OMV (Norge) AS': 19.0}",4.11,19.88,2.39,0.0,28.53,63.66,105.1,12.94,0.0,193.35,0,0,0,0.0,139941.90296799998,140010.077968,20.15684139417419,91.9857765312766,149.95103,22.44580811998965,11.28266,1849676.3785559998,0.7325453394855469,1354971.8106677018,195.16636048211527,0.000543573829842255,0.32924747866563225,0.605708848715509
duva,2021,0.51085,0.0,0.0,0.0,0.51085,0.00043,34833026,0.0623325777392452,0.0,0.0,0.0,0.0623325777392452,5.928141120356123e-05,Approved for production,Producing,21561151.0,troll,False,20.0,0.0,359.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,0.0,6.0,2525.0,0.0,359.0,0.0,1913.0,77.0,,,,,,,,"{'PGNiG Upstream Norway AS': 30.0, 'Neptune Energy Norge AS': 30.0, 'Idemitsu Petroleum Norge AS': 30.0, 'Sval Energi AS': 10.0}","{'PGNiG': 30.0, 'Neptune Energy Norge AS': 30.0, 'Idemitsu Petroleum Norge AS': 30.0, 'Sval Energi AS': 10.0}",0.9,3.21,0.39,0.0,4.85,3.48,4.58,0.56,0.0,9.12,1,2,0,0.0,,,0.0,30.594217133001152,0.51085,94.3985745614035,45.89896,1736242.917232,0.011129881809958221,19324.178462169235,45.032738298375804,0.0005021929824561404,0.3815789473684211,0.759825327510917
utgard,2021,0.16212,0.20911,0.05546,0.0,0.42667,0.05953,28975098,0.0068659661307853,0.0092300935268908,0.0031197838891742,0.0,0.0189046191846107,0.003832178251532,Producing,Producing,28975129.0,sleipner øst,False,20.0,0.0,115.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1883.0,0.0,377.0,0.0,2.0,377.0,,,,,,,,"{'Equinor Energy AS': 38.44, 'Equinor UK Limited': 38.0, 'PGNiG Upstream Norway AS': 17.36, 'KUFPEC Norway AS': 6.2}","{'Equinor ASA': 38.0, 'PGNiG': 17.36, 'Kuwait Petroleum Company': 6.2}",0.12,0.12,0.01,0.0,0.26,0.95,1.04,0.15,0.0,2.28,0,0,0,0.0,,,0.0,55.62044556843217,1.62075,28.914473684210535,7.58638,2024198.041806,0.05624158030575847,113844.0967229912,317.6428775751507,0.0004561403508771931,0.4166666666666667,0.9134615384615384
