field,year,net_oil_prod_yearly_mill_sm3,net_gas_prod_yearly_bill_sm3,net_ngl_prod_yearly_mill_sm3,net_condensate_prod_yearly_mill_sm3,net_oil_eq_prod_yearly_mill_sm3,produced_water_yearly_mill_sm3,field_id,net_oil_prod_monthly_sm3_volatility,net_gas_prod_monthly_sm3_volatility,net_ngl_prod_monthly_sm3_volatility,net_condensate_prod_monthly_sm3_volatility,net_oil_eq_prod_monthly_sm3_volatility,produced_water_in_field_volatility,status,current_status,field_owner,processing_field,field_in_emissions,facilities_lifetime_mean,facilities_lifetime_std,facilities_water_depth_mean,facilities_water_depth_std,subsea_facilites_shut_down,surface_facilites_shut_down,subsea_facilites_in_service,surface_facilites_in_service,facility_kind_multi well template,facility_kind_single well template,facility_kind_offshore wind turbine,facility_kind_subsea structure,facility_kind_fpso,facility_kind_jacket 8 legs,facility_kind_condeep monoshaft,facility_kind_loading system,facility_kind_jacket 4 legs,facility_kind_jacket tripod,facility_kind_fsu,facility_kind_semisub steel,facility_kind_condeep 4 shafts,facility_kind_landfall,facility_kind_tlp concrete,facility_kind_jack-up 3 legs,facility_kind_jacket 6 legs,facility_kind_tlp steel,facility_kind_semisub concrete,facility_kind_mopustor,facility_kind_spar,well_status_closed,well_status_drilling,well_status_injecting,well_status_junked,well_status_online/operational,well_status_p&a,well_status_plugged,well_status_producing,well_status_suspended,well_purpose_injection,well_purpose_observation,well_purpose_production,well_subsea_no,well_subsea_yes,well_final_vertical_depth_mean,well_final_vertical_depth_std,well_water_depth_mean,well_water_depth_std,investments_mill_nok,future_investments_mill_nok,yearly_co2_emissions_1000_tonnes,org_number,operator,yearly_ch4_emissions_tons,yearly_nox_emissions_tons,yearly_oil_spill_emissions_tons,yearly_water_emissions_m3,ownership_original,ownership_new_name,current_remaining_recoverable_oil,current_remaining_recoverable_gas,current_remaining_recoverable_ngl,current_remaining_recoverable_condensate,current_remaining_recoverable_oe,original_recoverable_oil,original_recoverable_gas,original_recoverable_ngl,original_recoverable_condensate,original_recoverable_oe,electrified,years_electrified,electricity_mw,imported_power_2023_gwh/y,yearly_tco2e_gwp100,yearly_tco2e_gwp20,kgco2e/toe_int_gwp100,share_peak_prod,oe_cum_sum_prod,share_reserve_of_original_reserve,oe_fac_prod_mill_sm3,yearly_fac_tco2e_gwp100,oe_share_prod,yearly_tco2e_prod_share_emissions,share_intensity_tco2e/toe_gwp100,gas_reserve_ratio,oil_reserve_ratio,oil_gas_reserve_ratio
tor,2001,0.25685,0.03472,0.00988,0.0,0.30142,0.71456,43520,0.0038423441195881,0.0005117942294842,0.0001833195587111,0.0,0.0044517960284348,0.0214073327850458,Producing,Producing,45891.0,tor,True,25.0,0.0,67.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3266.5,7.7781745930520225,67.0,0.0,6.0,74.0,29.621142,872450912.0,conocophillips skandinavia as,18.669448,250.26065,8.196263,401629.0,"{'Phillips Petroleum Company Norway': 30.65799, 'Total Norge AS': 27.82694, 'TotalFinaElf Exploration Norge AS': 20.37185, 'Norsk Agip AS': 10.81656, 'Norsk Hydro Produksjon AS': 5.80974, 'Den norske stats oljeselskap a.s': 4.51692}","{'ConocoPhillips': 30.65799, 'TotalEnergies EP Norge': 20.37185, 'Vår Energi AS': 10.81656, 'Norsk Hydro ASA': 5.80974, 'Equinor ASA': 4.51692}",4.34,0.44,0.14,0.0,5.05,30.94,11.59,1.43,0.0,45.25,0,0,0,0.0,104258.37784,105266.528032,411.77465488750073,32.95360125945686,1.57696,96.51500552486188,0.30142,104258.37784,1.0,104258.37784,411.77465488750073,0.00025613259668508286,0.6837569060773481,2.669542709232097
glitne,2001,0.74569,0.0,0.0,0.0,0.74569,0.00476,1272071,0.0801194543790707,0.0,0.0,0.0,0.0801194543790707,0.0013851245431368,Approved for production,Shut down,38723926.0,glitne,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,7.0,2266.0,100.17983829094555,111.0,0.8660254037844386,635.0,0.0,78.014,993245569.0,equinor energy as,98.902644,394.238736,0.056218,4068.0,"{'Den norske stats oljeselskap a.s': 68.9, 'TotalFinaElf Exploration Norge AS': 21.8, 'Norsk Hydro Produksjon AS': 9.3}","{'Equinor ASA': 68.9, 'TotalEnergies EP Norge': 21.8, 'Norsk Hydro ASA': 9.3}",0.0,0.0,0.0,0.0,0.0,8.88,0.0,0.0,0.0,8.88,0,0,0,0.0,197675.745176,203016.487952,315.5845834953757,34.566052779181284,0.74569,91.60259009009009,0.74569,197675.745176,1.0,197675.745176,315.5845834953757,0.0,1.0,inf
eldfisk,2001,1.99596,0.74929,0.14545,0.0,2.89068,0.22124,43527,0.0313032089554584,0.0170424787240766,0.0038546794662953,0.0,0.0489891379426463,0.0054303646844443,Producing,Producing,20900.0,eldfisk,True,20.0,0.0,71.57142857142857,1.8126539343499304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,155.0,55.0,0.0,36.0,4.0,183.0,223.0,0.0,2990.671428571429,86.41521305660861,71.47142857142858,1.6090517763725374,918.0,17421.0,254.301525,872450912.0,conocophillips skandinavia as,182.250883,900.914754,6.730216,236420.0,"{'Phillips Petroleum Company Norway': 35.112, 'Total Norge AS': 31.87, 'Norsk Agip AS': 12.388, 'TotalFinaElf Exploration Norge AS': 8.026, 'Norsk Hydro Produksjon AS': 6.654, 'Den norske stats oljeselskap a.s': 5.95}","{'ConocoPhillips': 35.112, 'TotalEnergies EP Norge': 8.026, 'Vår Energi AS': 12.388, 'Norsk Hydro ASA': 6.654, 'Equinor ASA': 5.95}",27.69,4.37,0.84,0.0,33.66,153.99,46.91,5.52,0.0,211.39,0,0,0,0.0,526439.818674,536281.3663560001,216.80506657603055,63.54902676345539,13.83581,93.45484176167274,2.89068,526439.818674,1.0,526439.818674,216.80506657603055,0.00022191210558683002,0.72846397653626,3.2826689405244087
balder,2001,3.88803,0.0,0.0,0.0,3.88803,1.57949,43562,0.0472228823818977,0.0,0.0,0.0,0.0472228823818977,0.0302730592676763,Producing,Producing,20756.0,balder,True,21.75,2.4468024246479643,127.03703703703704,0.4369018092010964,3.0,0.0,24.0,2.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,42.0,14.0,0.0,8.0,28.0,27.0,0.0,63.0,1833.036363636364,92.93876772076624,126.45454545454544,0.9341987329938278,3611.0,31306.0,161.099909,993256951.0,vår energi asa,197.515516,2136.837885,7.631928,398699.0,{'ExxonMobil Exploration and Production Norway AS': 100.0},{'Vår Energi AS': 100.0},27.36,0.68,0.0,0.0,28.04,102.33,2.63,0.0,0.0,104.96,0,0,0,0.0,799529.38844,810195.226304,244.80796200744584,53.71104839344697,8.78725,91.62800114329268,3.88803,799529.38844,1.0,799529.38844,244.80796200744584,2.5057164634146343e-05,0.9749428353658537,38.90874524714829
vigdis,2001,3.67021,0.0,0.0,0.0,3.67021,2.28438,43732,0.0434114763750394,0.0,0.0,0.0,0.0434114763750394,0.0385039692168813,Producing,Producing,21516.0,snorre,True,19.0,5.477225575051661,277.09090909090907,22.416308997935168,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,37.0,3.0,0.0,8.0,7.0,34.0,0.0,49.0,2557.6666666666665,177.89416329192298,283.0,0.0,768.0,5921.0,,,,,,,,"{'Den norske stats oljeselskap a.s': 58.22, 'Norsk Hydro Produksjon AS': 13.28, 'Esso Exploration and Production Norway A/S': 10.5, 'Idemitsu Petroleum Norge AS': 9.6, 'TotalFinaElf Exploration Norge AS': 5.6, 'RWE Dea Norge AS': 2.8}","{'Equinor ASA': 58.22, 'Norsk Hydro ASA': 13.28, 'Esso Exploration and Production Norway A/S': 10.5, 'Idemitsu Petroleum Norge AS': 9.6, 'TotalEnergies EP Norge': 5.6, 'Wintershall Dea Norge AS': 2.8}",7.49,0.0,0.0,0.0,7.49,75.81,1.71,1.39,0.0,80.16,0,0,0,0.0,,,0.0,71.84023801834071,19.29808,75.9255489021956,16.71108,1214047.120998,0.21962733707217008,266637.9362649254,86.4871804613637,2.1332335329341316e-05,0.9457335329341318,44.333333333333336
tambar,2001,0.53498,0.0,0.02516,0.0,0.56014,0.0032,1028599,0.0507621920987132,0.0,0.0028037451144258,0.0,0.0535583437632892,0.0003731308974966,Approved for production,Producing,21316.0,ula,True,15.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,4245.0,57.982756057296896,67.4,0.0,990.0,79.0,,,,,,,,"{'BP Amoco Norge AS': 55.0, 'Statens Direkte Økonomiske Engasjement SDØE': 30.0, 'Pelican AS': 15.0}","{'Aker BP': 55.0, 'Petoro AS': 30.0, 'PGNiG': 15.0}",0.23,0.05,0.0,0.0,0.28,11.93,2.57,0.26,0.0,14.99,0,0,0,0.0,,,0.0,30.883147529414362,0.56014,96.26324216144096,0.56014,0.0,1.0,0.0,0.0,0.00017144763175450299,0.7958639092728486,4.642023346303502
statfjord øst,2001,2.19706,0.30446,0.28652,0.0,2.78804,1.94718,43672,0.0143851115161938,0.0066266443356736,0.0055702820776189,0.0,0.0247109892128742,0.0249866096867174,Producing,Producing,41233.0,statfjord,True,20.0,0.0,168.0,23.43074902771996,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,16.0,0.0,29.0,0.0,45.0,2534.0,45.254833995939045,195.0,0.0,400.0,4092.0,,,,,,,,"{'Den norske stats oljeselskap a.s': 55.0475, 'Esso Exploration and Production Norway A/S': 10.25, 'Mobil Development Norway AS': 7.5, 'Norsk Hydro Produksjon AS': 6.64, 'Norske Conoco A/S': 6.04167, 'A/S Norske Shell': 5.0, 'Idemitsu Petroleum Norge AS': 4.8, 'TotalFinaElf Exploration Norge AS': 2.8, 'RWE Dea Norge AS': 1.4, 'Enterprise Oil Norwegian AS': 0.52083}","{'Equinor ASA': 55.0475, 'Esso Exploration and Production Norway A/S': 10.25, 'Mobil Development Norway AS': 7.5, 'Norsk Hydro ASA': 6.64, 'ConocoPhillips': 6.04167, 'A/S Norske Shell': 5.0, 'Idemitsu Petroleum Norge AS': 4.8, 'TotalEnergies EP Norge': 2.8, 'Wintershall Dea Norge AS': 1.4, 'Shell': 0.52083}",3.06,0.98,0.19,0.0,4.4,40.8,5.75,2.38,0.0,51.07,0,0,0,0.0,,,0.0,60.45422414578193,19.54196,61.73495202663012,20.60663,3545031.60726,0.13529820256878491,479636.40451180865,204.80183916188975,0.0001125905619737615,0.798903465831212,7.095652173913043
ekofisk,2001,16.56457,2.87766,0.52272,0.0,19.96495,4.54905,43506,0.2153029848401099,0.0410775155263579,0.0087176237379439,0.0,0.2620050385864687,0.0810316506204379,Producing,Producing,20900.0,ekofisk,True,31.363636363636363,5.954371961386478,76.16666666666667,2.6911752530120108,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,7.0,1.0,0.0,310.0,359.0,2.0,0.0,195.0,9.0,516.0,720.0,0.0,3115.7285714285717,445.4547366242192,76.62857142857142,1.919821420266553,1574.0,21250.0,695.063737,872450912.0,conocophillips skandinavia as,4129.080743,2017.674362,88.660541,4357787.42,"{'Phillips Petroleum Company Norway': 35.112, 'Total Norge AS': 31.87, 'Norsk Agip AS': 12.388, 'TotalFinaElf Exploration Norge AS': 8.026, 'Norsk Hydro Produksjon AS': 6.654, 'Den norske stats oljeselskap a.s': 5.95}","{'ConocoPhillips': 35.112, 'TotalEnergies EP Norge': 8.026, 'Vår Energi AS': 12.388, 'Norsk Hydro ASA': 6.654, 'Equinor ASA': 5.95}",30.35,1.95,0.72,0.0,33.67,531.49,152.23,15.83,0.0,713.8,0,0,0,0.0,1416167.7704420001,1639138.130564,84.443688185092,97.00745936511825,96.60794,86.46568506584478,21.363660000000003,1820561.788512,0.9345285405216147,1701366.95114754,101.44963281171324,0.00021326702157467076,0.7445923227794902,3.491361755238784
statfjord,2001,10.12624,1.43357,0.64629,0.0,12.20609,34.91937,43658,0.0813481939603213,0.0242989099861527,0.0174190257138044,0.0,0.0932411904157787,0.2702963510036885,Producing,Producing,41686.0,statfjord,True,,0.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,21.0,0.0,0.0,579.0,18.0,0.0,78.0,12.0,556.0,634.0,12.0,2779.0,146.31666571743182,145.04375,0.5955039882318114,1162.0,11589.0,1556.526602,993246794.0,equinor energy as,1400.579402,6575.9717,1050.139996,76837499.0,"{'Statoil ASA (old)': 44.33688, 'Mobil Development Norway AS': 12.8203, 'Norske Conoco A/S': 10.32747, 'Esso Exploration and Production Norway A/S': 8.54687, 'A/S Norske Shell': 8.54687, 'Chevron UK Ltd.': 4.84377, 'Conoco (UK) Ltd': 4.84377, 'BP Petroleum Development Ltd': 4.84377, 'Enterprise Oil Norwegian AS': 0.8903}","{'Equinor ASA': 44.33688, 'Mobil Development Norway AS': 12.8203, 'ConocoPhillips': 4.84377, 'Esso Exploration and Production Norway A/S': 8.54687, 'A/S Norske Shell': 8.54687, 'Chevron': 4.84377, 'Aker BP': 4.84377, 'Shell': 0.8903}",4.43,6.11,1.12,0.0,12.67,582.98,87.23,23.45,0.0,714.77,0,0,0,0.0,3545031.60726,3620662.8949680002,345.7516471637167,51.520293299667685,85.21733,88.07765714845334,20.60663,3545031.60726,0.5923379999543836,2099856.9320194623,204.80183916188975,0.000122039257383494,0.8156190103110091,6.683251175054454
veslefrikk,2001,1.97652,0.06483,0.06376,0.0,2.10508,3.85386,43618,0.0380753057649037,0.0072372434795174,0.0067153180840297,0.0,0.0459214492037184,0.0814356710427428,Producing,Shut down,21212.0,veslefrikk,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,123.0,18.0,83.0,224.0,0.0,3655.5,714.8849557795995,175.0,0.0,252.0,0.0,205.68072,993246905.0,equinor energy as,62.710754,1306.450969,119.291679,3886458.0,"{'Den norske stats oljeselskap a.s': 55.0, 'Total Norge AS': 18.0, 'RWE Dea Norge AS': 11.25, 'Paladin Resources Norge AS': 9.0, 'Svenska Petroleum Exploration AS': 4.5, 'Norske RWE-DEA AS': 2.25}","{'Equinor ASA': 55.0, 'TotalEnergies EP Norge': 18.0, 'Wintershall Dea Norge AS': 2.25, 'Repsol': 9.0, 'Svenska Petroleum Exploration AS': 4.5}",0.0,0.0,0.0,0.0,0.0,55.34,4.19,1.81,0.0,62.97,0,0,0,0.0,594271.529444,597657.91016,336.07563915905916,56.75661101764376,14.34076,77.22604414800699,2.10508,594271.529444,1.0,594271.529444,336.07563915905916,6.653962204224234e-05,0.8788311894552963,13.207637231503579
troll,2001,19.50288,21.43322,0.0,0.63947,41.5756,18.49151,46437,0.1759725544716355,0.4968974030893799,0.0,0.015614421922367,0.5779015875535988,0.1882676523394931,Producing,Producing,41105.0,troll,True,27.042857142857144,5.797140010223718,329.2307692307692,9.896769874360745,0.0,0.0,303.0,16.0,21.0,24.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,8.0,0.0,0.0,72.0,489.0,214.0,0.0,10.0,240.0,553.0,259.0,544.0,1618.7611111111112,80.71996133999423,336.5416666666667,10.432350098200716,4583.0,26235.0,610.173578,912732401.0,equinor energy as,958.084077,4795.640985,579.654523,18057970.0,"{'Den norske stats oljeselskap a.s': 76.80471, 'Norsk Hydro Produksjon AS': 9.77914, 'A/S Norske Shell': 8.10145, 'TotalFinaElf Exploration Norge AS': 2.34548, 'Norske Conoco A/S': 1.62374, 'Total Norge AS': 1.34548}","{'Equinor ASA': 76.80471, 'Norsk Hydro ASA': 9.77914, 'A/S Norske Shell': 8.10145, 'TotalEnergies EP Norge': 1.34548, 'ConocoPhillips': 1.62374}",2.89,606.03,8.05,0.0,624.22,295.76,1436.56,21.52,1.52,1774.73,1,27,200,1282.0,2058425.8318699999,2110162.3720279997,58.94098804833558,85.71913969946057,186.2334,89.50638125235952,41.5756,2058425.8318699999,1.0,2058425.8318699999,58.94098804833558,0.0008094527054819605,0.16665070179689304,0.205880715041488
snorre,2001,11.54511,0.52051,0.97524,0.0,13.04087,6.35312,43718,0.2164806683002602,0.0130470668653103,0.0180973644490019,0.0,0.2441415331862139,0.059043234749605,Producing,Producing,40906.0,snorre,True,23.33333333333333,2.886751345948129,341.5238095238095,11.111341267457531,0.0,0.0,10.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,0.0,3.0,23.0,0.0,0.0,252.0,61.0,0.0,167.0,19.0,210.0,281.0,115.0,2756.08,189.35608519400688,321.8,18.033302526159755,2962.0,38233.0,486.756371,993246751.0,equinor energy as,127.225897,2444.168828,340.672961,8503104.0,"{'Den norske stats oljeselskap a.s': 44.3967, 'Norsk Hydro Produksjon AS': 17.6543, 'Esso Exploration and Production Norway A/S': 11.1581, 'Idemitsu Petroleum Norge AS': 9.6, 'RWE Dea Norge AS': 8.8787, 'TotalFinaElf Exploration Norge AS': 5.951, 'Enterprise Oil Norwegian AS': 1.1806, 'Amerada Hess Norge AS': 1.1806}","{'Equinor ASA': 44.3967, 'Norsk Hydro ASA': 17.6543, 'Esso Exploration and Production Norway A/S': 11.1581, 'Idemitsu Petroleum Norge AS': 9.6, 'Wintershall Dea Norge AS': 8.8787, 'TotalEnergies EP Norge': 5.951, 'Shell': 1.1806, 'Aker BP': 1.1806}",76.61,0.0,0.0,0.0,76.61,319.35,6.65,4.76,0.0,335.04,0,0,0,75.0,1214047.120998,1220917.319436,110.82804994331558,88.88997191700521,55.79882,83.34562440305635,16.71108,1214047.120998,0.7803726629278299,947409.1847330746,86.4871804613637,1.9848376313276026e-05,0.953169770773639,48.02255639097744
statfjord nord,2001,2.84115,0.11398,0.10754,0.0,3.06265,2.70206,43679,0.0357446237851995,0.000411092410167,0.0004676601977997,0.0,0.0359179267619776,0.0378451101280741,Producing,Producing,21084.0,statfjord,True,27.5,15.0,241.75,65.03012122598778,0.0,0.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0,19.0,0.0,11.0,0.0,29.0,0.0,40.0,2893.0,0.0,272.0,0.0,149.0,2946.0,,,,,,,,"{'Statens Direkte Økonomiske Engasjement SDØE': 30.0, 'Statoil ASA (old)': 21.875, 'Mobil Development Norway AS': 15.0, 'Norske Conoco A/S': 12.08333, 'A/S Norske Shell': 10.0, 'Esso Exploration and Production Norway A/S': 10.0, 'Enterprise Oil Norwegian AS': 1.04167}","{'Petoro AS': 30.0, 'Equinor ASA': 21.875, 'Mobil Development Norway AS': 15.0, 'ConocoPhillips': 12.08333, 'A/S Norske Shell': 10.0, 'Esso Exploration and Production Norway A/S': 10.0, 'Shell': 1.04167}",3.72,0.23,0.05,0.0,4.05,44.12,2.37,1.12,0.0,48.62,0,0,0,0.0,,,0.0,72.91138456996889,18.391740000000002,62.172480460715754,20.60663,3545031.60726,0.14862449609664463,526878.5362756957,204.80183916188972,4.874537227478405e-05,0.9074454956807898,18.61603375527426
sygna,2001,2.54985,0.0,0.0,0.0,2.54985,0.0,104718,0.0078860603426091,0.0,0.0,0.0,0.0078860603426091,0.0,Producing,Producing,96205.0,statfjord,True,20.0,0.0,299.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2821.0,41.01219330881976,299.0,0.0,18.0,254.0,,,,,,,,"{'Den norske stats oljeselskap a.s': 54.73, 'Esso Exploration and Production Norway A/S': 10.225, 'Mobil Development Norway AS': 8.25, 'Norske Conoco A/S': 6.6458, 'Norsk Hydro Produksjon AS': 5.9763, 'A/S Norske Shell': 5.5, 'Idemitsu Petroleum Norge AS': 4.32, 'TotalFinaElf Exploration Norge AS': 2.52, 'RWE Dea Norge AS': 1.26, 'Enterprise Oil Norwegian AS': 0.5729}","{'Equinor ASA': 54.73, 'Esso Exploration and Production Norway A/S': 10.225, 'Mobil Development Norway AS': 8.25, 'ConocoPhillips': 6.6458, 'Norsk Hydro ASA': 5.9763, 'A/S Norske Shell': 5.5, 'Idemitsu Petroleum Norge AS': 4.32, 'TotalEnergies EP Norge': 2.52, 'Wintershall Dea Norge AS': 1.26, 'Shell': 0.5729}",0.37,0.0,0.0,0.0,0.37,11.48,0.0,0.0,0.0,11.48,0,0,0,0.0,,,0.0,100.0,3.1922800000000002,72.19268292682926,20.60663,3545031.60726,0.12373930138018688,438659.7344530334,204.80183916188975,0.0,1.0,inf
njord,2001,2.93682,0.0,0.0,0.0,2.93682,0.1236299999999999,43751,0.0437190452569794,0.0,0.0,0.0,0.0437190452569794,0.00411725002001,Producing,Producing,40585.0,njord,True,23.75,2.5000000000000004,319.0952380952381,49.97189686404226,0.0,0.0,16.0,3.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,28.0,3.0,0.0,18.0,8.0,25.0,0.0,51.0,2977.0,177.67104434881898,330.0,0.0,34.0,7150.0,205.17031,993246581.0,equinor energy as,1142.98252,917.182724,1.569217,126298.0,"{'Den norske stats oljeselskap a.s': 50.0, 'Norsk Hydro Produksjon AS': 22.5, 'Mobil Development Norway AS': 20.0, 'Paladin Resources Norge AS': 7.5}","{'Equinor ASA': 50.0, 'Norsk Hydro ASA': 22.5, 'Mobil Development Norway AS': 20.0, 'Repsol': 7.5}",5.05,13.93,3.28,0.0,25.21,32.07,24.43,5.63,0.0,67.2,0,0,0,0.0,510945.871904,572666.927984,207.1182078315353,74.89499521836149,12.44333,81.48313988095238,2.93682,510945.871904,1.0,510945.871904,207.1182078315353,0.00036354166666666664,0.4772321428571428,1.3127302496930005
tordis,2002,4.61553,0.31692,0.31907,0.0,5.25148,1.30263,43725,0.064067921504518,0.0065770219842887,0.0065538183989229,0.0,0.0741879103521877,0.045945913286464,Producing,Producing,21516.0,gullfaks,True,13.909090909090908,3.3601947995479504,203.25,8.603646161525198,0.0,0.0,32.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,12.0,89.0,9.0,0.0,13.0,46.0,68.0,0.0,127.0,2670.0333333333333,323.973769514344,201.66666666666663,0.5773502691896278,636.0,4367.0,13.407872,993246328.0,equinor energy as,0.0,293.2972,,,"{'Petoro AS': 30.0, 'Statoil ASA (old)': 28.22, 'Norsk Hydro Produksjon AS': 13.28, 'Esso Exploration and Production Norway A/S': 10.5, 'Idemitsu Petroleum Norge AS': 9.6, 'TotalFinaElf Exploration Norge AS': 5.6, 'RWE Dea Norge AS': 2.8}","{'Petoro AS': 30.0, 'Equinor ASA': 28.22, 'Norsk Hydro ASA': 13.28, 'Esso Exploration and Production Norway A/S': 10.5, 'Idemitsu Petroleum Norge AS': 9.6, 'TotalEnergies EP Norge': 5.6, 'Wintershall Dea Norge AS': 2.8}",6.35,0.29,0.12,0.0,6.87,72.26,5.12,1.94,0.0,81.07,0,0,0,0.0,100223.8432,100223.8432,22.72009015508372,97.01087508705427,29.33185,63.81910694461576,21.30312,2889847.2690700004,0.2465122479711892,712382.7465918479,161.49251226770897,6.315529789071175e-05,0.8913284815591466,14.11328125
njord,2002,1.86315,0.0,0.0,0.0,1.86315,0.10328,43751,0.0275402703904994,0.0,0.0,0.0,0.0275402703904994,0.003850700841366,Producing,Producing,40585.0,njord,True,23.75,2.5000000000000004,319.0952380952381,49.97189686404226,0.0,0.0,33.0,6.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,15.0,39.0,5.0,0.0,25.0,10.0,36.0,0.0,71.0,2884.5,0.0,330.0,0.0,121.0,7150.0,188.89786,993246581.0,equinor energy as,339.759866,795.5178,1.51634,100959.0,"{'Petoro AS': 30.0, 'Gaz de France Norge AS': 20.0, 'Norsk Hydro Produksjon AS': 20.0, 'Mobil Development Norway AS': 20.0, 'Paladin Resources Norge AS': 7.5, 'OER Oil AS': 2.5}","{'Petoro AS': 30.0, 'Gaz de France Norge AS': 20.0, 'Norsk Hydro ASA': 20.0, 'Mobil Development Norway AS': 20.0, 'Repsol': 7.5, 'OER Oil AS': 2.5}",5.05,13.93,3.28,0.0,25.21,32.07,24.43,5.63,0.0,67.2,0,0,0,0.0,434563.92478,452910.957544,277.66846775110764,47.514185527574114,14.30648,78.71059523809524,1.86315,434563.92478,1.0,434563.92478,277.66846775110764,0.00036354166666666664,0.4772321428571428,1.3127302496930005
